No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Selakau;6101010;Selakau;61.01.07
2;Selakau Timur;6101011;Selakau Timur;61.01.19
3;Pemangkat;6101020;Pemangkat;61.01.05
4;Semparuk;6101021;Semparuk;61.01.13
5;Salatiga;6101022;Salatiga;61.01.18
6;Tebas;6101030;Tebas;61.01.04
7;Tekarang;6101031;Tekarang;61.01.12
8;Sambas;6101040;Sambas;61.01.01
9;Subah;6101041;Subah;61.01.10
10;Sebawi;6101042;Sebawi;61.01.15
11;Sajad;6101043;Sajad;61.01.14
12;Jawai;6101050;Jawai;61.01.03
13;Jawai Selatan;6101051;Jawai Selatan;61.01.16
14;Teluk Keramat;6101060;Teluk Keramat;61.01.02
15;Galing;6101061;Galing;61.01.11
16;Tangaran;6101062;Tangaran;61.01.17
17;Sejangkung;6101070;Sejangkung;61.01.06
18;Sajingan Besar;6101080;Sajingan Besar;61.01.09
19;Paloh;6101090;Paloh;61.01.08
