No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Karang Endah Selatan;1603090001;Karang Endah Selatan;16.03.06.2031
2;Karang Endah;1603090002;Karang Endah;16.03.06.2013
3;Tambangan Kelekar;1603090003;Tambangan Kelekar;16.03.06.2009
4;Sigam;1603090004;Sigam;16.03.06.2021
5;Midar;1603090005;Midar;16.03.06.2015
6;Jambu;1603090006;Jambu;16.03.06.2014
7;Gaung Telang;1603090007;Gaung Telang;16.03.06.2004
8;Melilian;1603090008;Mililian;16.03.06.2016
9;Pedataran;1603090009;Pedataran;16.03.06.2017
10;Sebau;1603090010;Sebau;16.03.06.2020
11;Paya Bakal;1603090011;Payabakal;16.03.06.2022
12;Gelumbang;1603090012;Gelumbang;16.03.06.1010
13;Talang Taling;1603090013;Talang Taling;16.03.06.2026
14;Pinang Banjar;1603090014;Pinang Banjar;16.03.06.2006
15;Segayam;1603090015;Segayam;16.03.06.2008
16;Putak;1603090016;Putak;16.03.06.2025
17;Suka Menang;1603090017;Suka Menang;16.03.06.2011
18;Bitis;1603090018;Bitis;16.03.06.2023
19;Gumai;1603090019;Gumai;16.03.06.2024
20;Suka Jaya;1603090020;Suka Jaya;16.03.06.2030
21;Kartamulia;1603090021;Kerta Mulya;16.03.06.2019
22;Teluk Limau;1603090022;Teluk Limau;16.03.06.2018
23;Betung;1603090023;Betung;16.03.06.2032
