No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Tebing Tinggi Barat;1410010;Tebing Tinggi Barat;14.10.04
2;Tebing Tinggi;1410020;Tebing Tinggi;14.10.01
3;Tebing Tinggi Timur;1410021;Tebing Tinggi Timur;14.10.07
4;Rangsang;1410030;Rangsang;14.10.03
5;Rangsang Pesisir;1410031;Rangsang Pesisir;14.10.09
6;Rangsang Barat;1410040;Rangsang Barat;14.10.02
7;Merbau;1410050;Merbau;14.10.05
8;Pulau Merbau;1410051;Pulaumerbau;14.10.06
9;Tasik Putri Puyu;1410052;Tasik Putri Puyu;14.10.08
