No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kenanga;1901090014;Kenanga;19.01.01.1005
2;Rebo;1901090015;Rebo;19.01.01.2007
3;Parit Padang;1901090016;Parit Padang;19.01.01.1006
4;Srimenanti;1901090017;Sri Menanti;19.01.01.1002
5;Sungailiat;1901090018;Sungailiat;19.01.01.1001
6;Kuday;1901090019;Kudai;19.01.01.1003
7;Sinar Baru;1901090020;Sinar Baru;19.01.01.1004
8;Lubuk Kelik;1901090021;Lubuk Kelik;19.01.01.1012
9;Surya Timur;1901090022;Surya Timur;19.01.01.1011
10;Jelitik;1901090023;Jelitik;19.01.01.1010
11;Bukit Betung;1901090024;Bukit Betung;19.01.01.1013
12;Sinar Jaya Jelutung;1901090025;Sinar Jaya Jelutung;19.01.01.1008
13;Matras;1901090026;Matras;19.01.01.1009
