"date","title"
"            2 Januari 2019   11:30 WIB        ","                Menko Darmin: Optimisme Harus Punya Dasar            "
"            2 Januari 2019   11:05 WIB        ","                Kuartal IV 2018, Pertumbuhan Ekonomi Singapura Hanya 2,2 Persen            "
"            2 Januari 2019   10:29 WIB        ","                Gunung Anak Krakatau Berstatus Siaga, Pelayaran di Selat Sunda Diminta Waspada             "
"            2 Januari 2019   10:01 WIB        ","                Perdagangan Perdana 2019, IHSG Bergerak Menguat Tipis            "
"            2 Januari 2019   09:35 WIB        ","                Realisasi APBN 2018 Pecahkan Rekor?            "
"            2 Januari 2019   09:31 WIB        ","                Tahun Ini, Waskita Beton Precast Targetkan Laba Naik 10 Persen            "
"            2 Januari 2019   08:52 WIB        ","                Menyambut ""January Effect"", Ini Sektor Saham yang Patut Dicermati            "
"            2 Januari 2019   08:05 WIB        ","                Bisnis Perusahaan Nuklir Bill Gates Terhambat Perseteruan AS-China            "
"            2 Januari 2019   07:10 WIB        ","                Selama 2018, Mayoritas Anggaran ESDM Dibelanjakan untuk Infrastruktur            "
"            2 Januari 2019   06:45 WIB        ","                Berita Populer Ekonomi: Grab Dihukum Bayar Kompensasi di Vietnam            "
"            2 Januari 2019   06:30 WIB        ","                10 Negara Paling Inovatif di Dunia            "
"            2 Januari 2019   05:50 WIB        ","                Risiko Masih Tinggi, Ini Portofolio yang Bisa Menjadi Pilihan Investasi            "
"            2 Januari 2019   05:14 WIB        ","                Sepanjang 2018, Pelni Angkut 3,6 Juta Penumpang            "
"            3 Januari 2019   22:50 WIB        ","                Perilaku Masyarakat Gunakan Kantong Plastik Dipandang Harus Berubah            "
"            3 Januari 2019   22:48 WIB        ","                ESDM Bangun 434 Penerangan Jalan Tenaga Surya di Manggarai Barat            "
"            3 Januari 2019   22:02 WIB        ","                Hingga Maret 2019, Pemerintah Pastikan Tarif Listrik Tidak Naik            "
"            3 Januari 2019   21:46 WIB        ","                Semester I, BRI Akan Terbitkan Obligasi Rp 20 Triliun            "
"            3 Januari 2019   21:07 WIB        ","                BRTI Blokir Nomor Telepon Terindikasi Penipuan            "
"            3 Januari 2019   20:38 WIB        ","                Gandeng Alipay, BRI Garap Turis Asal China            "
"            3 Januari 2019   20:21 WIB        ","                Pertamina Teken Kontrak Jual Beli dengan 11 KKKS, Impor Minyak Bisa Berkurang            "
"            3 Januari 2019   19:48 WIB        ","                Merpati Airlines Ingin Ada Pergerakan Tahun Ini            "
"            3 Januari 2019   19:18 WIB        ","                Bakal Akuisisi Perusahaan Asuransi, BRI Siapkan Rp 1,5 Triliun            "
"            3 Januari 2019   18:48 WIB        ","                Apa Resolusi Bill Gates di Tahun 2019?             "
"            3 Januari 2019   18:38 WIB        ","                Tahun Baru, Konsumsi Avtur di Bandara Komodo Justru Turun            "
"            3 Januari 2019   18:22 WIB        ","                Rombak Direksi, BRI Angkat Kembali Sunarso Jadi Wakil Direktur Utama            "
"            3 Januari 2019   17:21 WIB        ","                Inflasi Rendah, Rupiah Ditutup Menguat            "
"            3 Januari 2019   17:08 WIB        ","                Akhir 2019 Dana Hasil ""Tax Amnesty"" Bisa Tinggalkan RI, Pemerintah Tak Khawatir            "
"            3 Januari 2019   17:00 WIB        ","                Jika Kartu NPWP Hilang, Begini Cara Mengurus yang Baru            "
"            3 Januari 2019   16:40 WIB        ","                BPJS Kesehatan Wajibkan Faskes Miliki Sertifikat Akreditasi            "
"            3 Januari 2019   16:28 WIB        ","                Tahun Ini, KNKS Akan Kembangkan Keuangan Syariah dan Industri Halal            "
"            3 Januari 2019   16:00 WIB        ","                Ingin Sukses dalam Karier, Ikuti 7 Tips Ini di Tahun 2019            "
"            3 Januari 2019   15:56 WIB        ","                Penawaran SBR005 Mulai 10 Januari 2019, Minimal Pesanan Rp 1 Juta            "
"            3 Januari 2019   15:31 WIB        ","                Jasa Marga: Sewa Tempat di Rest Area Tol Trans Jawa Mulai Rp 150.000 Per Meter            "
"            3 Januari 2019   15:00 WIB        ","                Lima KA Dicabut Subsidinya, PT KAI Tak Naikkan Harga Tiket            "
"            3 Januari 2019   14:34 WIB        ","                Pemerintah Ingin Sektor Riil Jadi Tulang Punggung Keuangan Syariah            "
"            3 Januari 2019   14:15 WIB        ","                Subsidi Dicabut, Tarif 5 KA Ekonomi Ini Tidak Naik            "
"            3 Januari 2019   13:38 WIB        ","                Menteri Bappenas Minta Pejabat KNKS Langsung Kerja ""Full"" Usai Dilantik            "
"            3 Januari 2019   13:16 WIB        ","                Tahun 2018, Jumlah Korban Kecelakaan Pesawat Global Naik Tajam            "
"            3 Januari 2019   13:01 WIB        ","                Ingin Jadi Pusat Ekonomi Syariah Global, Ini PR Indonesia            "
"            3 Januari 2019   12:46 WIB        ","                Ada Potensi Korupsi, Menkeu Hati-hati Kucurkan Dana Penanganan Bencana             "
"            3 Januari 2019   12:37 WIB        ","                Qatar Airways Beli 5 Persen Saham China Southern Airlines            "
"            3 Januari 2019   12:30 WIB        ","                6 Resolusi Anti Basi di Era Disrupsi            "
"            3 Januari 2019   12:08 WIB        ","                Sri Mulyani Sabet ""Financial Minister of The Year 2019""            "
"            3 Januari 2019   11:45 WIB        ","                Bulog Klaim Berhasil Stabilkan Harga Pangan Selama 2018            "
"            3 Januari 2019   11:29 WIB        ","                Kepala Bappenas Lantik Pejabat Komite Nasional Keuangan Syariah            "
"            3 Januari 2019   11:00 WIB        ","                Terapkan Resolusi Ini di Tahun 2019 Agar Kariermu Melesat            "
"            3 Januari 2019   10:30 WIB        ","                Nilai Tukar Rupiah Stabil, Kunci Jaga Inflasi Tahun 2019            "
"            3 Januari 2019   10:15 WIB        ","                Menkeu Tanggapi ""Curhat"" Sutopo soal Turunnya Anggaran Mitigasi Bencana            "
"            3 Januari 2019   10:01 WIB        ","                Cukai Rokok Sumbang Rp 153 Triliun ke Kas Negara pada 2018            "
"            3 Januari 2019   09:30 WIB        ","                Jumlah Penumpang Pesawat Saat Libur Natal dan Tahun Baru 2019 Turun            "
"            3 Januari 2019   09:03 WIB        ","                Kenaikan UMP Diprediksi Picu Naiknya Inflasi Jakarta 2019            "
"            3 Januari 2019   08:27 WIB        ","                BI Sebut Inflasi Sepanjang 2018 Terjaga dalam Sasaran Inflasi            "
"            3 Januari 2019   08:00 WIB        ","                Timses Prabowo-Sandi Tantang Sri Mulyani Transparan soal Melonjaknya Dana Hibah            "
"            3 Januari 2019   07:30 WIB        ","                7 Fakta APBN 2018, dari Hibah yang Meroket hingga Bengkaknya Subsidi             "
"            3 Januari 2019   07:04 WIB        ","                Penjualan di China Diprediksi Turun, Saham Apple Turun Tajam            "
"            3 Januari 2019   07:01 WIB        ","                Berita Populer Ekonomi: Negara Paling Inovatif di Dunia            "
"            3 Januari 2019   06:29 WIB        ","                Kondisi Ekonomi Indonesia Tahun 2019 Diprediksi Membaik            "
"            3 Januari 2019   06:15 WIB        ","                Perdagangan Perdana 2019, Wall Street Menguat Tipis            "
"            3 Januari 2019   05:50 WIB        ","                Pajak Tak Capai Target, Sri Mulyani Harap Dunia Usaha Lebih Patuh             "
"            3 Januari 2019   05:14 WIB        ","                Kinerja Bitcoin Diprediksi Cerah di 2019            "
"            4 Januari 2019   22:36 WIB        ","                Pertamina Turunkan Harga Pertalite, Pertamax, hingga Dex            "
"            4 Januari 2019   22:25 WIB        ","                Menhub Targetkan Reaktivasi Dua Jalur KA Rampung Tahun Ini            "
"            4 Januari 2019   22:02 WIB        ","                Jonan: Harga Premium dan Solar Tidak Naik            "
"            4 Januari 2019   21:37 WIB        ","                Rini Tunjuk Mantan Direktur BRI Jadi Dirut Pegadaian            "
"            4 Januari 2019   21:02 WIB        ","                Jonan Sebut Harga Listrik Tidak akan Naik hingga Akhir 2019            "
"            4 Januari 2019   20:30 WIB        ","                Ini Alasan Menhub Pangkas Dana Perawatan dan Pengoperasian Kereta Api            "
"            4 Januari 2019   20:16 WIB        ","                Waskita Jajakan 5 Ruas Tol ke Investor Asing            "
"            4 Januari 2019   20:00 WIB        ","                Pemerintah Tambah Subsidi untuk Pengoperasian KA Perintis            "
"            4 Januari 2019   19:50 WIB        ","                Waskita Karya: Tiga Proyek Utama Ditargetkan Rampung Tahun Ini            "
"            4 Januari 2019   19:17 WIB        ","                Gandeng BUMN Karya, Krakatau Steel Incar Perusahaan Baja Lokal            "
"            4 Januari 2019   19:03 WIB        ","                Ini Tarif Tambahan Lion Air Setelah Layanan Bagasi Gratis Dicabut            "
"            4 Januari 2019   18:38 WIB        ","                Subsidi Energi Membengkak, Ini Penjelasan Jonan            "
"            4 Januari 2019   18:14 WIB        ","                Menpan RB: Reformasi Birokrasi Ubah Zona Nyaman Pemerintahan Jadi Berkelas Dunia            "
"            4 Januari 2019   17:43 WIB        ","                Tinggalkan Diesel, PLTMG Flores Akan Gunakan Gas Mulai April 2019            "
"            4 Januari 2019   17:33 WIB        ","                Geger Dugaan Kerja Paksa, Berapa Sebenarnya Gaji di Taiwan?            "
"            4 Januari 2019   17:22 WIB        ","                Polemik ""Caption Pesanan"", dari ""Gimmick"" hingga Karakter Diri            "
"            4 Januari 2019   17:12 WIB        ","                Gubernur BI Optimistis Risiko Perekonomian Global Tak Setinggi 2018            "
"            4 Januari 2019   17:02 WIB        ","                Pemerintah Pangkas Dana Perawatan dan Pengoperasian Kereta Api            "
"            4 Januari 2019   16:56 WIB        ","                Penumpang Lion Air dan Wings Air Kini Harus Bayar Bagasi            "
"            4 Januari 2019   16:30 WIB        ","                Realisasi PNBP Sektor ESDM Tahun 2018 Lampaui Target            "
"            4 Januari 2019   16:15 WIB        ","                Ada Kabar Mahasiswa RI Dipaksa Tutup Mulut, Ini Kata Pemerintah Taiwan            "
"            4 Januari 2019   15:56 WIB        ","                Taiwan Tuding Agen Tenaga Kerja Sebar Isu Kerja Paksa Mahasiswa Indonesia            "
"            4 Januari 2019   15:24 WIB        ","                BI Prediksi Inflasi Awal Tahun Rendah            "
"            4 Januari 2019   15:00 WIB        ","                Pertamina EP Cepu Bangun Pabrik Gas di Lapangan JBT Bojonegoro            "
"            4 Januari 2019   14:30 WIB        ","                Pemerintah Taiwan Bantah Ratusan Mahasiswa Indonesia Jalani Kerja Paksa            "
"            4 Januari 2019   14:26 WIB        ","                Gubernur BI Sebut 2 Alasan Rupiah Menguat Signifikan Hari Ini            "
"            4 Januari 2019   13:51 WIB        ","                Ini Kebijakan Fiskal yang Akan Diusung Prabowo-Sandiaga            "
"            4 Januari 2019   13:26 WIB        ","                Perang Dagang, Trump Mulai ""Memukul"" AS Sendiri            "
"            4 Januari 2019   13:02 WIB        ","                AS dan China Gelar Perundingan Perdagangan di Beijing Pekan Depan            "
"            4 Januari 2019   12:38 WIB        ","                Bidik Milenial, Uang Kripto Cyronium Gandeng ""Start-up"" Pemesanan Hotel            "
"            4 Januari 2019   12:35 WIB        ","                Rugi 6 Tahun Berturut-turut, Krakatau Steel Gencar Restrukturisasi            "
"            4 Januari 2019   12:20 WIB        ","                Stop Benci Pekerjaan Anda dengan 5 Cara Ini            "
"            4 Januari 2019   11:47 WIB        ","                2018, Kapitalisasi Pasar Microsoft Tertinggi di Dunia            "
"            4 Januari 2019   10:44 WIB        ","                Rupiah Menguat Tipis di Awal Perdagangan Jumat            "
"            4 Januari 2019   10:35 WIB        ","                Keluar dari Uni Eropa, Resesi Inggris di Depan Mata?            "
"            4 Januari 2019   10:00 WIB        ","                5 Cara Sederhana Menjadi Lebih Cerdas Finansial di 2019            "
"            4 Januari 2019   09:10 WIB        ","                6 Cara Tepat Ajukan Kenaikan Gaji Tahun Ini            "
"            4 Januari 2019   08:17 WIB        ","                Wamen ESDM Minta Warga Manggarai Barat Jaga Lampu Jalan Tenaga Surya            "
"            4 Januari 2019   08:08 WIB        ","                2018, Pendapatan Disney dari ""Box Office"" Tembus 7,3 Miliar Dollar AS            "
"            4 Januari 2019   07:07 WIB        ","                Jasa Penulisan ""Caption"" Medsos, Upaya Penuhi Kebutuhan ""Engagement""            "
"            4 Januari 2019   07:00 WIB        ","                Produk Mewah Mulai Terimbas Perlambatan Ekonomi China            "
"            4 Januari 2019   06:30 WIB        ","                Berita Populer: Timses Prabowo-Sandi Tantang Sri Mulyani            "
"            4 Januari 2019   06:30 WIB        ","                Bangun Jalan Tol Tambah Beban Utang Negara? Ini Faktanya             "
"            4 Januari 2019   06:26 WIB        ","                Saham Anjlok, Nilai Perusahaan Apple Jauh dari 1 Triliun Dollar AS            "
"            4 Januari 2019   06:10 WIB        ","                Jasa Pembuatan ""Caption"" Zarry Hendrik, Bisnis Unik Merangkai Kata            "
"            4 Januari 2019   05:54 WIB        ","                Erick Thohir: Ekonomi Indonesia Akan Terus Tumbuh            "
"            4 Januari 2019   05:12 WIB        ","                Merpati akan Pakai Pesawat Buatan Rusia di Indonesia Timur            "
"            5 Januari 2019   18:14 WIB        ","                Soal Aturan Ojek Online, Go-Jek Tunggu Undangan Pemerintah             "
"            5 Januari 2019   15:37 WIB        ","                Pengenaan Tarif Bagasi Lion Air Group Belum Dapat Persetujuan Kemenhub            "
"            5 Januari 2019   14:46 WIB        ","                Ini Garis Besar yang Ada dalam Aturan Ojek Online Menurut Kemenhub            "
"            5 Januari 2019   14:12 WIB        ","                Menhub Cek Kebijakan Lion Air Group yang Kenakan Tarif untuk Bagasi            "
"            5 Januari 2019   14:01 WIB        ","                Menhub: Aturan Ojek Online Mencakup Kepastian Pendapatan Pengemudi            "
"            5 Januari 2019   12:15 WIB        ","                Riset Buktikan, Millenial Adalah Perencana Keuangan Terbaik             "
"            5 Januari 2019   10:01 WIB        ","                Cerita Mantan Mahasiswa Indonesia di Taiwan Kaget Mendengar Isu Kerja Paksa            "
"            5 Januari 2019   09:51 WIB        ","                Hambat Serapan Beras, Pemerintah Perlu Evaluasi Penerapan HPP            "
"            5 Januari 2019   09:05 WIB        ","                Gubernur The Fed Tidak Akan Mundur Meski Didesak Trump            "
"            5 Januari 2019   07:35 WIB        ","                Harga BBM Nonsubsidi Turun, Ini Daftarnya            "
"            5 Januari 2019   07:10 WIB        ","                Tujuh Fakta atas Opini PKS soal Ekonomi Indonesia            "
"            5 Januari 2019   07:04 WIB        ","                Bagaimana Aturan Kerja Mahasiswa Indonesia di Taiwan?            "
"            5 Januari 2019   06:39 WIB        ","                Dengan Pembangkit Listrik Tenaga Gas, PLN Bisa Hemat Ongkos Produksi            "
"            5 Januari 2019   06:07 WIB        ","                Reaktivasi Jalur KA Banjar-Pangandaran, Ini Kata Menhub            "
"            6 Januari 2019   21:38 WIB        ","                Wings Air Buka Rute Baru dari Bandara Kertajati ke Yogyakarta            "
"            6 Januari 2019   21:31 WIB        ","                Perusahaan Logistik Ini Tawarkan Pengiriman dalam Hitungan Menit            "
"            6 Januari 2019   19:08 WIB        ","                Kemenhub Usulkan Ada Bus Trans Java, Ini Komentar Organda            "
"            6 Januari 2019   15:34 WIB        ","                ""Start-up"" Ini Ingin Gencarkan Arisan ""Online""            "
"            6 Januari 2019   13:55 WIB        ","                8 Rahasia Sukses Bos-bos Besar di Indonesia            "
"            6 Januari 2019   13:22 WIB        ","                Ini Beda Laki-laki dan Perempuan Milenial Saat Cari Kerja            "
"            6 Januari 2019   13:11 WIB        ","                Kisah Lea Jeans di Tangan Generasi Kedua            "
"            6 Januari 2019   12:19 WIB        ","                Tips agar Bisa Jawab Pertanyaan saat Wawancara Kerja            "
"            6 Januari 2019   11:03 WIB        ","                Cumi, Startup Besutan Christian Sugiono yang Terinspirasi Mainan Anaknya            "
"            6 Januari 2019   09:42 WIB        ","                Termahal Sedunia, Seekor Ikan Tuna Terjual Rp 44,9 Miliar            "
"            6 Januari 2019   08:53 WIB        ","                Pekerjaan Apa yang Membuat Anda Bahagia? Cek Ini            "
"            6 Januari 2019   07:57 WIB        ","                Berita Populer Sepekan: Lion Air Cabut Layanan Bagasi Gratis hingga Harga Pertamax Cs Turun            "
"            7 Januari 2019   23:33 WIB        ","                Penghargaan Bisnis Berkelanjutan Libatkan 60 Perusahaan            "
"            7 Januari 2019   22:01 WIB        ","                Ini 5 Daerah dengan Pertumbuhan Transaksi Tertinggi di Go-Food            "
"            7 Januari 2019   21:30 WIB        ","                Kemenhub Akan Temui Organda Bahas Bus Trans Java            "
"            7 Januari 2019   21:17 WIB        ","                Pemerintah Buka Keran Impor Jagung 30.000 Ton             "
"            7 Januari 2019   21:15 WIB        ","                BI Akan Awasi Transaksi e-Commerce Antarnegara            "
"            7 Januari 2019   21:02 WIB        ","                8 Kapal di Lintas Merak-Bakaheuni Masih di Bawah 5.000 GT            "
"            7 Januari 2019   20:45 WIB        ","                Sri Mulyani Anggap Kritikan Bank Dunia  soal Infrastruktur sebagai Masukan yang Baik             "
"            7 Januari 2019   20:20 WIB        ","                Staf Khusus Darmin Nasution Pegang Kendali BP Batam di Masa Transisi            "
"            7 Januari 2019   19:59 WIB        ","                Jadi Favorit, Paket Ayam Nyaris Dipesan 10 Juta Kali di Go-Food            "
"            7 Januari 2019   19:30 WIB        ","                Kemenhub Tunda Pemberlakuan Kewajiban Kapal Minimal 5.000 GT di Merak-Bakaheuni             "
"            7 Januari 2019   19:03 WIB        ","                Himbara, Pertamina, dan Telkom Godok Sistem Pembayaran dengan QR Code             "
"            7 Januari 2019   19:02 WIB        ","                Gubernur BI Lantik 8 Pejabat Baru            "
"            7 Januari 2019   18:55 WIB        ","                Data Terintegrasi, Arus Devisa Hasil Ekspor Bisa Dipantau secara ""Real Time""            "
"            7 Januari 2019   18:45 WIB        ","                Kapal Buatan China Akan Layani Penyeberangan Merak-Bakauheni            "
"            7 Januari 2019   18:30 WIB        ","                Bank Mandiri Gencarkan Bisnis di Segmen Menengah            "
"            7 Januari 2019   18:12 WIB        ","                Tak Bawa Pulang Devisa Hasil Ekspor, Sanksi Menanti Pengusaha            "
"            7 Januari 2019   17:50 WIB        ","                Bank Mandiri Tunjuk Direktur Komersial Baru             "
"            7 Januari 2019   17:35 WIB        ","                Waspadai Modus Penipuan Tanyakan Nomor OTP kepada Nasabah BCA            "
"            7 Januari 2019   17:33 WIB        ","                Tahun Ini, Makanan Sehat dan Unik Bakal Banyak Dipesan Lewat Go-Food            "
"            7 Januari 2019   17:02 WIB        ","                Paket Ayam dan Gorengan, Makanan Paling Banyak Dipesan Lewat Go-Food            "
"            7 Januari 2019   17:00 WIB        ","                Terungkap, Zodiak Ini Paling Banyak Hasilkan Miliarder            "
"            7 Januari 2019   16:55 WIB        ","                Gempur Peredaran Barang Ilegal, Ini Strategi Bea Cukai             "
"            7 Januari 2019   16:05 WIB        ","                Sistem Manifest Generasi III Pangkas ""Dwell Time"" Hampir Sehari             "
"            7 Januari 2019   15:35 WIB        ","                Targetkan Ekspor 2019 Lebih Tinggi, Ini Strategi Kemendag            "
"            7 Januari 2019   15:35 WIB        ","                5 Fakta Pencabutan Bagasi Gratis Lion Air dan Wings Air            "
"            7 Januari 2019   15:22 WIB        ","                Mulai Hari Ini, Jepang Terapkan Pajak untuk Turis            "
"            7 Januari 2019   15:21 WIB        ","                Menguat ke Rp 14.090 Per Dollar AS, BI Nilai Rupiah Masih ""Undervalued""            "
"            7 Januari 2019   15:13 WIB        ","                Terapkan Sistem Manifest Generasi III, RI akan Lebih Dipandang Dunia             "
"            7 Januari 2019   15:00 WIB        ","                CIMB Beri Cuti Hamil 6 Bulan untuk Pegawai yang Sambut Anak Pertama            "
"            7 Januari 2019   14:56 WIB        ","                IATA: Tak Heran Sri Mulyani Jadi Menteri Keuangan Terbaik...             "
"            7 Januari 2019   14:48 WIB        ","                Faktor Eksternal Jadi Penyebab Garangnya Rupiah Hari Ini            "
"            7 Januari 2019   14:45 WIB        ","                Kemendag Perkirakan Ekspor Nonmigas 2018 Hanya Tumbuh 7,5 Persen            "
"            7 Januari 2019   14:20 WIB        ","                IHSG Disebut Sudah Jenuh Beli            "
"            7 Januari 2019   14:20 WIB        ","                Tahun Ini, Kemendag Harap Beras Tak Lagi Sebabkan Inflasi            "
"            7 Januari 2019   14:00 WIB        ","                Girangnya Pengusaha Dapat ""Kado Besar"" Tahun Baru dari Bea Cukai...            "
"            7 Januari 2019   13:45 WIB        ","                Studi Buktikan, Polusi Udara Sebabkan Produktivitas Karyawan Merosot            "
"            7 Januari 2019   13:18 WIB        ","                OJK Resmi Keluarkan Aturan ""Crowdfunding"", Ini Isinya            "
"            7 Januari 2019   13:02 WIB        ","                Rupiah Menguat ke Rp 14.024, Chatib Basri Ingatkan Pemerintah Tak Terlena            "
"            7 Januari 2019   12:53 WIB        ","                4 Tren Ini Akan Ubah Lanskap Pemasaran di 2019             "
"            7 Januari 2019   12:45 WIB        ","                BI dan Kemenkeu Integrasikan Pemanfaatan dan Pemantauan Data Devisa            "
"            7 Januari 2019   12:11 WIB        ","                Ekonomi China Memburuk, Lapangan Kerja Tergerus            "
"            7 Januari 2019   11:38 WIB        ","                Berkah Viral, Ratusan Kaus ""Kampanye"" Nurhadi-Aldo Laris Manis            "
"            7 Januari 2019   11:21 WIB        ","                Lebihi Target, Peserta Aktif BPJS Ketenagakerjaan Capai 30,5 Juta Pekerja            "
"            7 Januari 2019   10:41 WIB        ","                Corcom Lion Air soal Pencabutan Layanan Bagasi Gratis: Ini Kebijakan Manajemen            "
"            7 Januari 2019   10:16 WIB        ","                Awali Pekan, Rupiah Menguat ke Rp 14.090 Per Dollar AS            "
"            7 Januari 2019   10:13 WIB        ","                Rute Kertajati-Balikpapan Beroperasi, Penerbangan Dibuka Setiap Hari            "
"            7 Januari 2019   09:47 WIB        ","                Peso Filipina Terancam Melorot ke Level Terendah 13 Tahun            "
"            7 Januari 2019   08:57 WIB        ","                Soal Pencabutan Bagasi Gratis, Komisi V DPR Akan Panggil Lion Air            "
"            7 Januari 2019   08:10 WIB        ","                Dua Bank Hasil Merger Akan Beroperasi pada Semester I 2019            "
"            7 Januari 2019   07:39 WIB        ","                Trump: Melambatnya Ekonomi China Bisa Jadi Insentif untuk Membuat Kesepakatan            "
"            7 Januari 2019   07:12 WIB        ","                Penumpang Penerbangan Domestik Saat Natal dan Tahun Baru Turun            "
"            7 Januari 2019   06:50 WIB        ","                Apple Umumkan Kerja Sama dengan Samsung            "
"            7 Januari 2019   06:38 WIB        ","                Soal Larangan Kantong Plastik, Ini Kata YLKI            "
"            7 Januari 2019   06:11 WIB        ","                Berita Populer: Ikan Tuna Termahal di Dunia hingga Cerita Mantan Mahasiswa RI di Taiwan            "
"            7 Januari 2019   05:43 WIB        ","                Punya Bisnis Rumahan? Ini 6 Cara untuk Mengembangkannya            "
"            7 Januari 2019   05:07 WIB        ","                Diprediksi Kembali Menguat Pekan Ini, Rupiah Bisa ke Level 14.100?            "
"            8 Januari 2019   22:02 WIB        ","                Kemenhub Targetkan Aturan Ojek Online Bisa Terbit Maret 2019            "
"            8 Januari 2019   21:45 WIB        ","                Buka Kantor Cabang, BPH Migas Minta Tambahan Anggaran            "
"            8 Januari 2019   21:27 WIB        ","                Bhinneka Targetkan Nilai Transaksinya Tumbuh 40 Persen di 2019            "
"            8 Januari 2019   20:33 WIB        ","                Jaringan Gas Kota Pasuruan Bisa Dimanfaatkan 6.314 Rumah Tangga            "
