No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sei Balai;1219010;Sei Balai;12.19.07
2;Tanjung Tiram;1219020;Tanjung Tiram;12.19.06
3;Nibung Hangus;1219021;Tanjung Tiram;12.19.06
4;Talawi;1219030;Talawi;12.19.05
5;Datuk Tanah Datar;1219031;Talawi;12.19.05
6;Limapuluh;1219040;Lima Puluh;12.19.04
7;Lima Puluh Pesisir;1219041;Lima Puluh;12.19.04
8;Datuk Lima Puluh;1219042;Lima Puluh;12.19.04
9;Air Putih;1219050;Air Putih;12.19.03
10;Sei Suka;1219060;Sei Suka;12.19.02
11;Laut Tador;1219061;Sei Suka;12.19.02
12;Medang Deras;1219070;Medang Deras;12.19.01
