No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Lelekaa;7405081001;Leleka;74.05.18.2004
2;Lelekaa;7405081001;Leleka;74.05.18.2004
3;Amoito Jaya;7405081002;Amoito Jaya;74.05.18.2003
4;Aoma;7405081003;Aoma;74.05.18.2002
5;Wolasi;7405081004;Wolasi;74.05.18.2001
6;Ranowila;7405081005;Ranowila;74.05.07.2021
7;Ranowila;7405081005;Ranowila;74.05.07.2021
8;Aunupe;7405081006;Aunupe;74.05.18.2007
9;Ambesokoa;7405081007;---;---
10;Mata Wolasi;7405081008;Mata Wolasi;74.05.18.2005
