No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sri Katon;1805013001;Srikaton;18.02.21.2001
2;Jaya Sakti;1805013002;Jaya Sakti;18.02.21.2002
3;Bumi Jaya;1805013003;Bumi Jaya;18.02.21.2011
4;Mulyo Haji;1805013004;Mulyo Haji;18.02.21.2012
5;Haji Pemanggilan;1805013005;Haji Pemanggilan;18.02.21.2003
6;Negara Bumi Ilir;1805013006;Negara Bumi Ilir;18.02.21.2004
7;Bumi Aji;1805013007;Bumi Aji;18.02.21.2005
8;Negara Aji Tua;1805013008;Negara Aji Tua;18.02.21.2006
9;Negara Bumi Udik;1805013009;Negara Bumi Udik;18.02.21.2007
10;Negara Aji Baru;1805013010;Negara Aji Baru;18.02.21.2008
11;Gunung Agung;1805013011;Gunung Agung;18.02.21.2009
12;Tanjung Harapan;1805013012;Tanjung Harapan;18.02.21.2010
