No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Walompo;7401052001;Walompo;74.04.27.2001
2;Matanauwe;7401052002;Matanauwe;74.04.27.2002
3;Sampuabalo;7401052003;Sampuabalo;74.04.27.2003
4;Kuraa;7401052004;Kuraa;74.04.27.2004
5;Kumbewaha;7401052005;Kumbewaha;74.04.27.2005
6;Sumber Sari;7401052006;Sumber Sari;74.04.27.2006
7;Labuandiri;7401052007;Labuandiri;74.04.27.2007
8;Karya Jaya;7401052008;Kuraa;74.04.27.2004
9;Manuru;7401052009;Manuru;74.04.27.2009
10;Bahari Makmur;7401052010;Bahari Makmur;74.04.27.2011
11;Gunung Jaya;7401052011;Gunungjaya;74.04.27.2010
