No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Kedungjati;3315010;Kedungjati;33.15.01
2;Karangrayung;3315020;Karangrayung;33.15.02
3;Penawangan;3315030;Penawangan;33.15.03
4;Toroh;3315040;Toroh;33.15.04
5;Geyer;3315050;Geyer;33.15.05
6;Pulokulon;3315060;Pulokulon;33.15.06
7;Kradenan;3315070;Kradenan;33.15.07
8;Gabus;3315080;Gabus;33.15.08
9;Ngaringan;3315090;Ngaringan;33.15.09
10;Wirosari;3315100;Wirosari;33.15.10
11;Tawangharjo;3315110;Tawangharjo;33.15.11
12;Grobogan;3315120;Grobogan;33.15.12
13;Purwodadi;3315130;Purwodadi;33.15.13
14;Brati;3315140;Brati;33.15.14
15;Klambu;3315150;Klambu;33.15.15
16;Godong;3315160;Godong;33.15.16
17;Gubug;3315170;Gubug;33.15.17
18;Tegowanu;3315180;Tegowanu;33.15.18
19;Tanggungharjo;3315190;Tanggungharjo;33.15.19
