No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Rio Pakava;7205041;Rio Pakava;72.03.04
2;Pinembani;7205051;Pinembani;72.03.21
3;Banawa;7205080;Banawa;72.03.08
4;Banawa Selatan;7205081;Banawa Selatan;72.03.18
5;Banawa Tengah;7205082;Banawa Tengah;72.03.27
6;Labuan;7205090;Labuan;72.03.09
7;Tanantovea;7205091;Tanantovea;72.03.19
8;Sindue;7205100;Sindue;72.03.10
9;Sindue Tombusabora;7205101;Sindue Tombusabora;72.03.24
10;Sindue Tobata;7205102;Sindue Tobata;72.03.25
11;Sirenja;7205120;Sirenja;72.03.11
12;Balaesang;7205130;Balaesang;72.03.12
13;Balaesang Tanjung;7205131;Balaesang Tanjung;72.03.31
14;Dampelas;7205140;Dampelas;72.03.06
15;Sojol;7205160;Sojol;72.03.14
16;Sojol Utara;7205161;Sojol Utara;72.03.30
