No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Unte Mungkur Iv;1204050001;Unte Mungkur Iv;12.01.06.2001
2;Unte Mungkur Iii;1204050003;Unte Mungkur Iii;12.01.06.2002
3;Unte Mungkur Ii;1204050004;Unte Mungkur Ii;12.01.06.2003
4;Unte Mungkur I;1204050006;Unte Mungkur I;12.01.06.2004
5;Satahi Nauli;1204050007;Satahi Nauli;12.01.06.2005
6;Hurlang Muara Nauli;1204050008;Hurlang Muara Nauli;12.01.06.2008
7;Kolang Nauli;1204050009;Kolang Nauli;12.01.06.1007
8;Pasar Onan Hurlang;1204050010;P.o. Hurlang;12.01.06.1006
9;Sipakpahi Aek Lobu;1204050011;Sipakpahi Aek Lobu;12.01.06.2009
10;Hudopa Nauli;1204050012;Hodopa Nauli;12.01.06.2010
11;Rawa Makmur;1204050013;Rawa Makmur;12.01.06.2012
12;Makarti Nauli;1204050014;Makarti Nauli;12.01.06.2011
13;Pargaringan;1204050015;Pargaringan;12.01.06.2014
14;Simarpinggan;1204050016;Simarpinggang;12.01.06.2013
