No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tulem;9402192001;Tulem;91.02.50.2002
2;Korma;9402192017;Koma;91.02.50.2001
3;Alula;9402192018;Alula;91.02.50.2003
4;Alolik;9402192019;Alolik;91.02.50.2004
5;Wiligima;9402192037;Wiligima;91.02.50.2005
