No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Bajulan;3518040001;Bajulan;35.18.04.2022
2;Macanan;3518040002;Macanan;35.18.04.2021
3;Genjeng;3518040003;Genjeng;35.18.04.2003
4;Karangsono;3518040004;Karangsono;35.18.04.2004
5;Ngepeh;3518040005;Ngepeh;35.18.04.2005
6;Godean;3518040006;Godean;35.18.04.2006
7;Patihan;3518040007;Patihan;35.18.04.2007
8;Sekaran;3518040008;Sekaran;35.18.04.2009
9;Loceret;3518040009;Loceret;35.18.04.2010
10;Jatirejo;3518040010;Jatirejo;35.18.04.2011
11;Tempel Wetan;3518040011;Tempel Wetan;35.18.04.2012
12;Teken Glagahan;3518040012;Tekenglagahan;35.18.04.2013
13;Mungkung;3518040013;Mungkung;35.18.04.2008
14;Gejagan;3518040014;Gejagan;35.18.04.2014
15;Candirejo;3518040015;Candirejo;35.18.04.2015
16;Sukorejo;3518040016;Sukorejo;35.18.04.2016
17;Kwagean;3518040017;Kwagean;35.18.04.2017
18;Kenep;3518040018;Kenep;35.18.04.2018
19;Putukrejo;3518040019;Putukrejo;35.18.04.2019
20;Nglaban;3518040020;Nglaban;35.18.04.2020
21;Sombron;3518040021;Sombron;35.18.04.2002
22;Tanjungrejo;3518040022;Tanjungrejo;35.18.04.2001
