No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Tampan;1471010;Tampan;14.71.08
2;Payung Sekaki;1471011;Payung Sekaki;14.71.11
3;Bukit Raya;1471020;Bukit Raya;14.71.07
4;Marpoyan Damai;1471021;Marpoyan Damai;14.71.09
5;Tenayan Raya;1471022;Tenayan Raya;14.71.10
6;Limapuluh;1471030;Lima Puluh;14.71.04
7;Sail;1471040;Sail;14.71.03
8;Pekanbaru Kota;1471050;Pekanbaru Kota;14.71.02
9;Sukajadi;1471060;Sukajadi;14.71.01
10;Senapelan;1471070;Senapelan;14.71.05
11;Rumbai;1471080;Rumbai;14.71.06
12;Rumbai Pesisir;1471081;Rumbai Pesisir;14.71.12
