No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Coprayan;3326140001;Coprayan;33.26.14.2001
2;Sapugarut;3326140002;Sapugarut;33.26.14.1002
3;Wonoyoso;3326140003;Wonoyoso;33.26.14.2003
4;Bligo;3326140004;Bligo;33.26.14.1004
5;Pakumbulan;3326140005;Pakumbulan;33.26.14.2005
6;Watusalam;3326140006;Watusalam;33.26.14.2006
7;Simbang Wetan;3326140007;Simbangwetan;33.26.14.2007
8;Simbang Kulon;3326140008;Simbangkulon;33.26.14.1008
9;Kertijayan;3326140009;Kertijayan;33.26.14.2009
10;Paweden;3326140010;Paweden;33.26.14.2010
