No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Lambandia;7405112001;Lambandia;74.05.21.2005
2;Lere;7405112002;Lere;74.05.21.2003
3;Tombekuku;7405112003;Tombekuku;74.05.21.2008
4;Tombekuku;7405112003;Tombekuku;74.05.21.2008
5;Iwoi Mendoro;7405112004;Iwoimendoro;74.05.21.2001
6;Epeesi;7405112005;Epeesi;74.05.21.2002
7;Basala;7405112006;Basala;74.05.21.2007
8;Lipu Masagena;7405112007;Lipumasagena;74.05.21.2004
9;Polo-pololi;7405112008;Polo Pololi;74.05.21.2006
10;Teporombua;7405112010;Teporombua;74.05.21.2009
