No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Seruyan Hilir;6208010;Seruyan Hilir;62.07.01
2;Seruyan Hilir Timur;6208011;Seruyan Hilir Timur;62.07.06
3;Danau Sembuluh;6208020;Danau Sembuluh;62.07.03
4;Seruyan Raya;6208021;Seruyan Raya;62.07.07
5;Hanau;6208030;Hanau;62.07.04
6;Danau Seluluk;6208031;Danau Seluluk;62.07.08
7;Seruyan Tengah;6208040;Seruyan Tengah;62.07.02
8;Batu Ampar;6208041;Batu Ampar;62.07.09
9;Seruyan Hulu;6208050;Seruyan Hulu;62.07.05
10;Suling Tambun;6208051;Suling Tambun;62.07.10
