No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tegal Rejo;1605040001;Tegal Rejo;16.05.01.2003
2;Widodo;1605040002;Widodo;16.05.01.2006
3;Surodadi;1605040003;Surodadi;16.05.01.2002
4;Srikaton;1605040004;B. Srikaton;16.05.01.1001
5;Kali Bening;1605040005;Kalibening;16.05.01.2005
6;Trikoyo;1605040006;Trikoyo;16.05.01.2004
7;Nawangsasi;1605040007;Nawangsasi;16.05.01.2008
8;Sukomulio;1605040008;Sukomulyo;16.05.01.2009
9;Wonokerto;1605040009;Wonokerto;16.05.01.2007
10;Wukir Sari;1605040010;Wukirsari;16.05.01.2010
11;Mataram;1605040011;Mataram;16.05.01.2014
12;Ngadirejo;1605040012;Ngadirejo;16.05.01.2011
13;Sidoharjo;1605040013;Sidoharjo;16.05.01.2017
14;Tambah Asri;1605040014;Tambahasri;16.05.01.2015
15;Wonorejo;1605040015;Wonorejo;16.05.01.2016
16;Dwijaya;1605040016;Dwijaya;16.05.01.2012
17;Siti Harjo;1605040017;Siti Harjo;16.05.01.2013
18;Triwikaton;1605040018;Triwikaton;16.05.01.2018
