No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pangian;7101082003;Pangian;71.01.22.2003
2;Poopo;7101082004;Poopo;71.01.22.2004
3;Manembo;7101082006;Manembo;71.01.22.2005
4;Sinsingon;7101082007;Sinsingon;71.01.22.2006
5;Mobuya;7101082008;Mobuya;71.01.22.2009
6;Insil;7101082009;Insil;71.01.22.2007
7;Insil Baru;7101082010;Insil Baru;71.01.22.2012
8;Pangian Tengah;7101082011;Pangian Tengah;71.01.22.2013
9;Pangian Barat;7101082012;Pangian Barat;71.01.22.2014
10;Poopo Barat;7101082013;Poopo Barat;71.01.22.2015
11;Poopo Selatan;7101082014;Poopo Selatan;71.01.22.2016
12;Sinsingon Barat;7101082015;Sinsingon Barat;71.01.22.2017
13;Sinsingon Timur;7101082016;Sinsingon Timur;71.01.22.2018
