No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Keboan;3517171001;Keboan;35.17.21.2002
2;Ketapang Kuning;3517171002;Ketapangkuning;35.17.21.2001
3;Kedung Bogo;3517171003;Kedungbogo;35.17.21.2003
4;Ngusikan;3517171004;Ngusikan;35.17.21.2004
5;Sumber Nongko;3517171005;Sumbernongko;35.17.21.2005
6;Manunggal;3517171006;Manunggal;35.17.21.2007
7;Ngampel;3517171007;Ngampel;35.17.21.2008
8;Mojodanu;3517171008;Mojodanu;35.17.21.2009
9;Cupak;3517171009;Cupak;35.17.21.2006
10;Asem Gede;3517171010;Asemgede;35.17.21.2011
11;Kromong;3517171011;Kromong;35.17.21.2010
