No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sungai Dua;1606030003;Sungai Dua;16.06.03.2006
2;Pagar Kaya;1606030005;Pagar Kaya;16.06.03.2002
3;Suka Lali;1606030006;Sukalali;16.06.03.2003
4;Kertayu;1606030007;Kartayu;16.06.03.2004
5;Sindang Marga;1606030008;Sindang Marga;16.06.03.2007
6;Tebing Bulang;1606030009;Tebing Bulang;16.06.03.2008
7;Gajah Mati;1606030010;Gajah Mati;16.06.03.2009
8;Rantau Sialang;1606030011;Rantau Sialang;16.06.03.2010
9;Kerta Jaya;1606030012;Kerta Jaya;16.06.03.2014
10;Keramat Jaya;1606030019;Keramat Jaya;16.06.03.2015
11;Talang Mandung;1606031001;Talang Mandung;16.06.03.2011
12;Sinar Jaya;1606031002;Sinar Jaya;16.06.03.2020
13;Setia Jaya;1606031003;Setia Jaya;16.06.03.2005
14;Bangkit Raya;1606031004;Bangkit Jaya;16.06.03.2022
15;Baru Jaya;1606031005;Baru Jaya;16.06.03.2016
16;Talang Simpang;1606031006;Talang Simpang;16.06.03.2021
17;Jirak;1606031007;Jirak;16.06.03.2001
18;Rejo Sari;1606031008;Rejosari;16.06.03.2018
19;Jembatan Gantung;1606031009;Jembatan Gantung;16.06.03.2019
20;Layan;1606031010;Layan;16.06.03.2017
21;Mekarjaya D.1;1606031011;Mekar Jaya;16.06.03.2012
22;Rukun Rahayu;1606031012;Rukun Rahayu;16.06.03.2013
