No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Cisoka;3603010;Cisoka;36.03.05
2;Solear;3603011;Solear;36.03.31
3;Tigaraksa;3603020;Tigaraksa;36.03.03
4;Jambe;3603021;Jambe;36.03.04
5;Cikupa;3603030;Cikupa;36.03.18
6;Panongan;3603040;Panongan;36.03.19
7;Curug;3603050;Curug;36.03.17
8;Kelapa Dua;3603051;Kelapa Dua;36.03.28
9;Legok;3603060;Legok;36.03.20
10;Pagedangan;3603070;Pagedangan;36.03.22
11;Cisauk;3603081;Cisauk;36.03.23
12;Pasarkemis;3603120;Pasar Kemis;36.03.12
13;Sindang Jaya;3603121;Sindang Jaya;36.03.29
14;Balaraja;3603130;Balaraja;36.03.01
15;Jayanti;3603131;Jayanti;36.03.02
16;Sukamulya;3603132;Sukamulya;36.03.27
17;Kresek;3603140;Kresek;36.03.06
18;Gunung Kaler;3603141;Gunung Kaler;36.03.32
19;Kronjo;3603150;Kronjo;36.03.07
20;Mekar Baru;3603151;Mekar Baru;36.03.33
21;Mauk;3603160;Mauk;36.03.08
22;Kemiri;3603161;Kemiri;36.03.09
23;Sukadiri;3603162;Sukadiri;36.03.10
24;Rajeg;3603170;Rajeg;36.03.11
25;Sepatan;3603180;Sepatan;36.03.16
26;Sepatan Timur;3603181;Sepatan Timur;36.03.30
27;Pakuhaji;3603190;Pakuhaji;36.03.15
28;Teluknaga;3603200;Teluknaga;36.03.13
29;Kosambi;3603210;Kosambi;36.03.14
