No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Mollo Utara;5304010;Mollo Utara;53.02.03
2;Fatumnasi;5304011;Fatumnasi;53.02.12
3;Tobu;5304012;Tobu;53.02.31
4;Nunbena;5304013;Nunbena;53.02.32
5;Mollo Selatan;5304020;Mollo Selatan;53.02.02
6;Polen;5304021;Polen;53.02.13
7;Mollo Barat;5304022;Mollo Barat;53.02.22
8;Mollo Tengah;5304023;Mollo Tengah;53.02.30
9;Kota Soe;5304030;Kota Soe;53.02.01
10;Amanuban Barat;5304040;Amanuban Barat;53.02.07
11;Batu Putih;5304041;Batu Putih;53.02.14
12;Kuatnana;5304042;Kuatnana;53.02.27
13;Amanuban Selatan;5304050;Amanuban Selatan;53.02.06
14;Noebeba;5304051;Noebeba;53.02.26
15;Kuan Fatu;5304060;Kuanfatu;53.02.11
16;Kualin;5304061;Kualin;53.02.21
17;Amanuban Tengah;5304070;Amanuban Tengah;53.02.05
18;Kolbano;5304071;Kolbano;53.02.19
19;Oenino;5304072;Oenino;53.02.18
20;Amanuban Timur;5304080;Amanuban Timur;53.02.04
21;Fautmolo;5304081;Fautmolo;53.02.28
22;Fatukopa;5304082;Fatukopa;53.02.29
23;Kie;5304090;Ki'e;53.02.10
24;'Kot''olin';5304091;Kot Olin;53.02.20
25;Amanatun Selatan;5304100;Amanatun Selatan;53.02.08
26;Boking;5304101;Boking;53.02.15
27;Nunkolo;5304102;Nunkolo;53.02.17
28;Noebana;5304103;Noebana;53.02.24
29;Santian;5304104;Santian;53.02.25
30;Amanatun Utara;5304110;Amanatun Utara;53.02.09
31;Toianas;5304111;Toianas;53.02.16
32;Kokbaun;5304112;Kok Baun;53.02.23
