No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sumbermalang;3512010;Sumbermalang;35.12.15
2;Jatibanteng;3512020;Jatibanteng;35.12.01
3;Banyuglugur;3512030;Banyuglugur;35.12.16
4;Besuki;3512040;Besuki;35.12.02
5;Suboh;3512050;Suboh;35.12.03
6;Mlandingan;3512060;Mlandingan;35.12.04
7;Bungatan;3512070;Bungatan;35.12.17
8;Kendit;3512080;Kendit;35.12.05
9;Panarukan;3512090;Panarukan;35.12.06
10;Situbondo;3512100;Situbondo;35.12.07
11;Mangaran;3512110;Mangaran;35.12.09
12;Panji;3512120;Panji;35.12.08
13;Kapongan;3512130;Kapongan;35.12.10
14;Arjasa;3512140;Arjasa;35.12.11
15;Jangkar;3512150;Jangkar;35.12.12
16;Asembagus;3512160;Asembagus;35.12.13
17;Banyuputih;3512170;Banyuputih;35.12.14
