No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sepakat;5204130006;Sepakat;52.04.13.2007
2;Sp I Prode;5204130007;Upt. Perode Sp I;52.04.13.2008
3;Sp Ii Prode;5204130008;---;---
4;Plampang;5204130009;Plampang;52.04.13.2004
5;Sepayung;5204130010;Sepayung;52.04.13.2006
6;Teluk Santong;5204130011;Teluk Santong;52.04.13.2005
7;Muer;5204130012;Muer;52.04.13.2003
8;Sp Iii Prode;5204130015;---;---
9;Brang Kolong;5204130017;Brang Kolong;52.04.13.2013
10;Selante;5204130018;Selanteh;52.04.13.2012
11;Selante;5204130018;Selanteh;52.04.13.2012
12;Usar;5204130019;Usar;52.04.13.2014
