No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Praya Barat;5202010;Praya Barat;52.02.05
2;Praya Barat Daya;5202011;Praya Barat Daya;52.02.11
3;Pujut;5202020;Pujut;52.02.04
4;Praya Timur;5202030;Praya Timur;52.02.06
5;Janapria;5202040;Janapria;52.02.07
6;Kopang;5202050;Kopang;52.02.09
7;Praya;5202060;Praya;52.02.01
8;Praya Tengah;5202061;Praya Tengah;52.02.10
9;Jonggat;5202070;Jonggat;52.02.02
10;Pringgarata;5202080;Pringgarata;52.02.08
11;Batukliang;5202090;Batukliang;52.02.03
12;Batukliang Utara;5202091;Batukliang Utara;52.02.12
