No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Kalijambe;3314010;Kalijambe;33.14.01
2;Plupuh;3314020;Plupuh;33.14.02
3;Masaran;3314030;Masaran;33.14.03
4;Kedawung;3314040;Kedawung;33.14.04
5;Sambirejo;3314050;Sambirejo;33.14.05
6;Gondang;3314060;Gondang;33.14.06
7;Sambung Macan;3314070;Sambungmacan;33.14.07
8;Ngrampal;3314080;Ngrampal;33.14.08
9;Karangmalang;3314090;Karangmalang;33.14.09
10;Sragen;3314100;Sragen;33.14.10
11;Sidoharjo;3314110;Sidoharjo;33.14.11
12;Tanon;3314120;Tanon;33.14.12
13;Gemolong;3314130;Gemolong;33.14.13
14;Miri;3314140;Miri;33.14.14
15;Sumberlawang;3314150;Sumberlawang;33.14.15
16;Mondokan;3314160;Mondokan;33.14.16
17;Sukodono;3314170;Sukodono;33.14.17
18;Gesi;3314180;Gesi;33.14.18
19;Tangen;3314190;Tangen;33.14.19
20;Jenar;3314200;Jenar;33.14.20
