No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kalu Kaluku;7408030001;Kalu-kaluku;74.08.05.2009
2;Awo;7408030002;Awo;74.08.05.2001
3;Lametuna;7408030003;Lametuna;74.08.05.2006
4;Mala Mala;7408030004;Mala - Mala;74.08.05.1002
5;Jabal Nur;7408030005;Jabal Nur;74.08.05.2010
6;Koroha;7408030006;Koroha;74.08.05.2003
7;Jabal Kubis;7408030007;Jabal Kubis;74.08.05.2012
8;Kamisi;7408030008;Kamisi;74.08.05.2004
9;Meeto;7408030009;Meeto;74.08.05.2007
10;Sawangaoha;7408030014;Sawangaoha;74.08.05.2014
11;Delang-delang;7408030017;Delang-delang;74.08.05.2019
12;Ainani Tajriani;7408030018;Ainani Tajriani;74.08.05.2018
