No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sungai Terap;1505020005;Sungai Terap;15.05.06.2018
2;Kasang Pudak;1505020008;Kasang Pudak;15.05.06.2005
3;Kasang Lopak Alai;1505020009;Kasang Lopak Alai;15.05.06.2004
4;Solok;1505020010;Solok;15.05.06.2008
5;Sumber Jaya;1505020011;Sumber Jaya;15.05.06.2017
6;Arang Arang;1505020012;Arang Arang;15.05.06.2016
7;Sipin Teluk Duren;1505020013;Sipin Teluk Duren;15.05.06.2015
8;Pemunduran;1505020014;Pemunduran;15.05.06.2014
9;Teluk Raya;1505020015;Teluk Raya;15.05.06.2013
10;Ramin;1505020016;Ramin;15.05.06.2012
11;Tarikan;1505020017;Tarikan;15.05.06.2011
12;Lopak Alai;1505020018;Lopak Alai;15.05.06.2010
13;Sakean;1505020019;Sakean;15.05.06.2009
14;Kota Karang;1505020020;Kota Karang;15.05.06.2003
15;Pudak;1505020021;Pudak;15.05.06.2001
16;Muara Kumpeh;1505020022;Muara Kumpeh;15.05.06.2002
17;Kasang Kumpeh;1505020023;Kasang Kumpeh;15.05.06.2023
18;Kasang Kota Karang;1505020024;Kasang Kota Karang;15.05.06.2024
