No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kedai Padang;1103040001;Kedai Padang;11.01.02.2019
2;Pasi Kuala Bau;1103040002;Pasi Kuala Ba'u;11.01.02.2018
3;Suaq Geringgeng;1103040003;Suaq Geuringgeng;11.01.02.2017
4;Simpang Lhee;1103040004;Simpang Lhee;11.01.02.2016
5;Simpang Empat;1103040005;Simpang Empat;11.01.02.2007
6;Jambo Manyang;1103040006;Jambo Manyang;11.01.02.2006
7;Limau Purut;1103040007;Limau Purut;11.01.02.2008
8;Pulo Kambing;1103040008;Pulo Kambing;11.01.02.2009
9;Kampung Paya;1103040009;Kampung Paya;11.01.02.2010
10;Krueng Batu;1103040010;Krueng Batu;11.01.02.2011
11;Gunong Pulo;1103040011;Gunung Pulo;11.01.02.2004
12;Pulo Ie I;1103040012;Pulo Ie I;11.01.02.2005
13;Krueng Batee;1103040013;Krueng Batee;11.01.02.2002
14;Pasi Kuala Asahan;1103040014;Pasi Kuala Asahan;11.01.02.2003
15;Fajar Harapan;1103040015;Fajar Harapan;11.01.02.2001
16;Krueng Kluet;1103040036;Krueng Kluet;11.01.02.2012
17;Alur Mas;1103040039;Alur Mas;11.01.02.2013
18;Kampung Tinggi;1103040050;Kampung Tinggi;11.01.02.2014
19;Kampung Ruak;1103040051;Ruak;11.01.02.2015
20;Kota Fajar;1103040052;Kotafajar;11.01.02.2020
21;Gunung Pudung;1103040053;Gunung Pudung;11.01.02.2021
