No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Banua Lawas;6309010;Banua Lawas;63.09.01
2;Pugaan;6309020;Pugaan;63.09.09
3;Kelua;6309030;Kelua;63.09.02
4;Muara Harus;6309040;Muara Harus;63.09.08
5;Tanta;6309050;Tanta;63.09.03
6;Tanjung;6309060;Tanjung;63.09.04
7;Murung Pudak;6309070;Murung Pudak;63.09.06
8;Haruai;6309080;Haruai;63.09.05
9;Bintang Ara;6309081;Bintang Ara;63.09.12
10;Upau;6309090;Upau;63.09.10
11;Muara Uya;6309100;Muara Uya;63.09.07
12;Jaro;6309110;Jaro;63.09.11
