No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Mandai;7308010;Mandai;73.09.01
2;Moncongloe;7308011;Moncong Loe;73.09.13
3;Maros Baru;7308020;Maros Baru;73.09.04
4;Marusu;7308021;Marusu;73.09.08
5;Turikale;7308022;Turikale;73.09.14
6;Lau;7308023;Lau;73.09.12
7;Bontoa;7308030;Bontoa;73.09.05
8;Bantimurung;7308040;Bantimurung;73.09.03
9;Simbang;7308041;Simbang;73.09.09
10;Tanralili;7308050;Tanralili;73.09.07
11;Tompu Bulu;7308051;Tompobulu;73.09.11
12;Camba;7308060;Camba;73.09.02
13;Cenrana;7308061;Cenrana;73.09.10
14;Mallawa;7308070;Malllawa;73.09.06
