No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Purwodadi;3514010;Purwodadi;35.14.01
2;Tutur;3514020;Tutur;35.14.02
3;Puspo;3514030;Puspo;35.14.03
4;Tosari;3514040;Tosari;35.14.24
5;Lumbang;3514050;Lumbang;35.14.04
6;Pasrepan;3514060;Pasrepan;35.14.05
7;Kejayan;3514070;Kejayan;35.14.06
8;Wonorejo;3514080;Wonorejo;35.14.07
9;Purwosari;3514090;Purwosari;35.14.08
10;Prigen;3514100;Prigen;35.14.10
11;Sukorejo;3514110;Sukorejo;35.14.09
12;Pandaan;3514120;Pandaan;35.14.11
13;Gempol;3514130;Gempol;35.14.12
14;Beji;3514140;Beji;35.14.13
15;Bangil;3514150;Bangil;35.14.14
16;Rembang;3514160;Rembang;35.14.15
17;Kraton;3514170;Kraton;35.14.16
18;Pohjentrek;3514180;Pohjentrek;35.14.17
19;Gondang Wetan;3514190;Gondangwetan;35.14.18
20;Rejoso;3514200;Rejoso;35.14.23
21;Winongan;3514210;Winongan;35.14.19
22;Grati;3514220;Grati;35.14.20
23;Lekok;3514230;Lekok;35.14.22
24;Nguling;3514240;Nguling;35.14.21
