No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Nuangan;7111010;Nuangan;71.10.03
2;Motongkad;7111011;Motongkad;71.10.06
3;Tutuyan;7111020;Tutuyan;71.10.01
4;Kotabunan;7111030;Kotabunan;71.10.02
5;Modayag;7111040;Modayag;71.10.04
6;Mooat;7111041;Mooat;71.10.07
7;Modayag Barat;7111050;Modayag Barat;71.10.05
