No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Lawewe;7322020001;Lawewe;73.22.11.2016
2;Lembang-lembang;7322020002;Lembang-lembang;73.22.11.2006
3;Beringin Jaya;7322020003;Beringin Jaya;73.22.11.2012
4;Mukti Jaya;7322020004;Mukti Jaya;73.22.11.2017
5;Mukti Tama;7322020005;Mukti Tama;73.22.11.2018
6;Mario;7322020006;Mario;73.22.11.2008
7;Polewali;7322020007;Polewali;73.22.11.2020
8;Palandan;7322020008;Palandan;73.22.11.2013
9;Bumi Harapan;7322020009;Bumi Harapan;73.22.11.2015
10;Marannu;7322020010;Marannu;73.22.11.2014
11;Lara;7322020011;Lara;73.22.11.2001
12;Mekar Sari Jaya;7322020012;Mekar Sari Jaya;73.22.11.2019
13;Tarobok;7322020013;Tarobok;73.22.11.2007
14;Salulemo;7322020014;Salulemo;73.22.11.2002
15;Kariango;7322020015;Kariango;73.22.11.2010
16;Radda;7322020016;Radda;73.22.11.2003
17;Meli;7322020017;Melli;73.22.11.2011
18;Baebunta;7322020018;Baebunta;73.22.11.2004
19;Sassa;7322020020;---;---
20;Sassa;7322020020;Sassa;73.22.11.2009
21;Salassa;7322020021;Salassa;73.22.11.1005
22;Sumpira;7322020022;Sumpira;73.22.11.2021
