No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kemantan Hilir;1501071001;Kemantan Hilir;15.01.11.2014
2;Koto Tebat;1501071002;Koto Tebat;15.01.11.2006
3;Pondok Sungai Abu;1501071003;Pondok Sungaiabu;15.01.11.2005
4;Sungai Abu;1501071004;Sungaiabu;15.01.11.2004
5;Pungut Hilir;1501071005;Pungut Hilir;15.01.11.2011
6;Pungut Tengah;1501071006;Pungut Tengah;15.01.11.2010
7;Pungut Mudik;1501071007;Pungut Mudik;15.01.11.2012
8;Desa Baru Sei Tutung;1501071008;Baru Sungai Tutung;15.01.11.2009
9;Desa Baru Sei Tutung;1501071008;Baru Sungai Tutung;15.01.11.2009
10;Sungai Tutung;1501071009;Sungaitutung;15.01.11.2015
11;Sungai Medang;1501071010;Sungaimedang;15.01.11.2007
12;Air Hangat;1501071013;Air Hangat;15.01.11.2008
13;Kemantan Tinggi;1501071014;Kemantan Tinggi;15.01.11.2001
14;Kemantan Agung;1501071015;Kemantan Agung;15.01.11.2018
15;Kemantan Kebalai;1501071016;Kemantan Kebalai;15.01.11.2002
16;Kemantan Darat;1501071017;Kemantan Darat;15.01.11.2003
17;Sungai Deras;1501071018;Sungaideras;15.01.11.2019
18;Simpang Empat Sungai Tutung;1501071019;Simpang Empat Sungai Tutung;15.01.11.2021
19;Simpang Empat Sungai Tutung;1501071019;Simpang Empat Sungai Tutung;15.01.11.2021
20;Kemantan Mudik;1501071020;Kemantan Mudik;15.01.11.2020
21;Baru Sungai Deras;1501071021;Baru Sungaideras;15.01.11.2022
22;Air Panas Sungai Abu;1501071022;Air Panas Sungaiabu;15.01.11.2027
23;Baru Sungai Abu;1501071023;Baru Sungaiabu;15.01.11.2028
24;Taman Jernih Sungai Tutung;1501071024;Taman Jernih Sungaitutung;15.01.11.2023
25;Baru Sungai Medang;1501071025;Baru Sungaimedang;15.01.11.2024
26;Baru Air Hangat;1501071026;Baru Air Hangat;15.01.11.2026
27;Kemantan Raya;1501071027;Kemantan Raya;15.01.11.2025
