No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sungai Dayo;1505013001;Sungai Dayo;15.05.09.2010
2;Bukit Mulya;1505013002;Bukit Mulya;15.05.09.2006
3;Matra Manunggal;1505013003;Matra Manunggal;15.05.09.2005
4;Pinang Tinggi;1505013004;Pinang Tinggi;15.05.09.2008
5;Bahar Mulya;1505013005;Bahar Mulya;15.05.09.2011
6;Sumber Jaya;1505013006;Sumber Jaya;15.05.09.2007
7;Mulya Jaya;1505013007;Mulya Jaya;15.05.09.2004
8;Sumber Mulya;1505013008;Sumber Mulya;15.05.09.2003
9;Talang Bukit;1505013009;Talang Bukit;15.05.09.2001
10;Talang Datar;1505013010;Talang Datar;15.05.09.2002
11;Markanding;1505013011;Markanding;15.05.09.2009
