No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Denpasar Selatan;5171010;Denpasar Selatan;51.71.01
2;Denpasar Timur;5171020;Denpasar Timur;51.71.02
3;Denpasar Barat;5171030;Denpasar Barat;51.71.03
4;Denpasar Utara;5171031;Denpasar Utara;51.71.04
