No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Elelim;9432040001;---;---
2;Elelim;9432040001;Elelim;91.22.01.2001
3;Elelim;9432040001;---;---
4;Elelim;9432040001;Pisireg;91.22.01.2036
5;Elelim;9432040001;Yakikma;91.22.01.2009
6;Honita;9432040002;---;---
7;Honita;9432040002;---;---
8;Honita;9432040002;Honita;91.22.01.2003
9;Aluis;9432040003;---;---
10;Aluis;9432040003;Ohoam;91.22.01.2012
11;Aluis;9432040003;Aluis;91.22.01.2002
12;Aluis;9432040003;Emon;91.22.01.2043
13;Yabema;9432040004;---;---
14;Yabema;9432040004;Yabema;91.22.01.2004
15;Yabema;9432040004;Isila;91.22.01.2024
16;Pihel;9432040005;Pihel;91.22.01.2005
17;Walkep;9432040006;Walkep;91.22.01.2006
18;Pangkik;9432040007;Pangkik;91.22.01.2007
19;Maribu;9432040008;Maribu;91.22.01.2008
20;Ulo;9432040010;Ulo;91.22.01.2010
21;Sira;9432040011;Sira;91.22.01.2011
22;Ubi;9432040014;Ubi;91.22.01.2014
23;Bulmu;9432040015;Bulmu;91.22.01.2013
24;Holani;9432040017;Olani;91.22.01.2038
25;Sili;9432040018;Sili;91.22.01.2039
26;Hesmat;9432040019;Hesmat;91.22.01.2040
27;Molinggu;9432040020;Molinggu;91.22.01.2041
28;Werekma;9432040021;Werekma;91.22.01.2042
29;Emon;9432040022;Emon;91.22.01.2043
30;Wikma;9432040023;Kwikma;91.22.01.2044
31;Wagagu;9432040024;Wagagu;91.22.01.2028
32;Sowi;9432040025;Sowi;91.22.01.2029
33;Sipson;9432040026;Sipson;91.22.01.2030
34;Sipsoi;9432040027;Sipsoi;91.22.01.2031
35;Eregi;9432040028;Eregi;91.22.01.2032
36;Ohoniam;9432040029;Ohoniam;91.22.01.2033
37;Duwong;9432040031;Duwong;91.22.01.2035
38;Hiling;9432040033;Hiling;91.22.01.2034
39;Pirip;9432040034;Pirip;91.22.01.2015
40;Momonhusi;9432040035;Momonhusi;91.22.01.2016
41;Helabu;9432040036;Helabu;91.22.01.2017
42;Punggahik;9432040037;Pungkahik;91.22.01.2018
43;Hobakma;9432040039;Hobakma;91.22.01.2020
44;Wasua;9432040040;Wasua;91.22.01.2021
45;Warikma;9432040041;Warikma;91.22.01.2022
46;Pasimpolo;9432040046;Pasimbolo;91.22.01.2027
47;Wekolani;9432040047;Wekolani;91.22.01.2019
48;Fima;9432040048;Fima;91.22.01.2025
49;Kalak;9432040049;Kalak;91.22.01.2023
50;Sohi;9432040050;Sohi;91.22.01.2026
