No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Agrabinta;3203010;Agrabinta;32.03.22
2;Leles;3203011;Leles;32.03.30
3;Sindangbarang;3203020;Sindangbarang;32.03.21
4;Cidaun;3203030;Cidaun;32.03.23
5;Naringgul;3203040;Naringgul;32.03.24
6;Cibinong;3203050;Cibinong;32.03.20
7;Cikadu;3203051;Cikadu;32.03.26
8;Tanggeung;3203060;Tanggeung;32.03.19
9;Pasirkuda;3203061;Pasirkuda;32.03.32
10;Kadupandak;3203070;Kadupandak;32.03.17
11;Cijati;3203071;Cijati;32.03.29
12;Takokak;3203080;Takokak;32.03.16
13;Sukanagara;3203090;Sukanagara;32.03.14
14;Pagelaran;3203100;Pagelaran;32.03.18
15;Campaka;3203110;Campaka;32.03.15
16;Campakamulya;3203111;Campakamulya;32.03.25
17;Cibeber;3203120;Cibeber;32.03.03
18;Warungkondang;3203130;Warungkondang;32.03.02
19;Gekbrong;3203131;Gekbrong;32.03.27
20;Cilaku;3203140;Cilaku;32.03.04
21;Sukaluyu;3203150;Sukaluyu;32.03.09
22;Bojongpicung;3203160;Bojongpicung;32.03.06
23;Haurwangi;3203161;Haurwangi;32.03.31
24;Ciranjang;3203170;Ciranjang;32.03.05
25;Mande;3203180;Mande;32.03.08
26;Karangtengah;3203190;Karangtengah;32.03.07
27;Cianjur;3203200;Cianjur;32.03.01
28;Cugenang;3203210;Cugenang;32.03.11
29;Pacet;3203220;Pacet;32.03.10
30;Cipanas;3203221;Cipanas;32.03.28
31;Sukaresmi;3203230;Sukaresmi;32.03.13
32;Cikalongkulon;3203240;Cikalongkulon;32.03.12
