No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tolo;7201060001;Tolo;72.07.06.2014
2;Lalanday;7201060002;Lalandai;72.07.06.2015
3;Montomisan;7201060003;Montomisan;72.07.06.2016
4;Sosom;7201060004;Sosom;72.07.06.2017
5;Alul;7201060005;Alul;72.07.06.2035
6;Bulagi Satu;7201060006;---;---
7;Bulagi Dua;7201060007;Bulagi Ii;72.07.06.2019
8;Boloy;7201060008;Boloy;72.07.06.2020
9;Meselesek;7201060009;Meselesek;72.07.06.2021
10;Oluno;7201060010;Oluno;72.07.06.2022
11;Sumondung;7201060011;Sumondung;72.07.06.2023
12;Peling Seasa;7201060012;Pelingseasa;72.07.06.2024
13;Komba-komba;7201060013;Komba-komba;72.07.06.2025
14;Kambal;7201060014;Kambal;72.07.06.2039
15;Toolon;7201060015;Toolon;72.07.06.2038
16;Kayubet;7201060016;Kayubet;72.07.06.2040
