No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Suppa;7315010;Suppa;73.15.02
2;Mattirosompe;7315020;Matirro Sompe;73.15.01
3;Lanrisang;7315021;Lansirang;73.15.10
4;Mattiro Bulu;7315030;Mattiro Bulu;73.15.03
5;Watang Sawitto;7315040;Watang Sawito;73.15.04
6;Paleteang;7315041;Paleteang;73.15.11
7;Tiroang;7315042;Tiroang;73.15.09
8;Patampanua;7315050;Patampanua;73.15.05
9;Cempa;7315060;Cempa;73.15.08
10;Duampanua;7315070;Duampanua;73.15.06
11;Batulappa;7315071;Batu Lappa;73.15.12
12;Lembang;7315080;Lembang;73.15.07
