No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Tarik;3515010;Tarik;35.15.01
2;Prambon;3515020;Prambon;35.15.02
3;Krembung;3515030;Krembung;35.15.03
4;Porong;3515040;Porong;35.15.04
5;Jabon;3515050;Jabon;35.15.05
6;Tanggulangin;3515060;Tanggulangin;35.15.06
7;Candi;3515070;Candi;35.15.07
8;Tulangan;3515080;Tulangan;35.15.09
9;Wonoayu;3515090;Wonoayu;35.15.10
10;Sukodono;3515100;Sukodono;35.15.14
11;Sidoarjo;3515110;Sidoarjo;35.15.08
12;Buduran;3515120;Buduran;35.15.15
13;Sedati;3515130;Sedati;35.15.17
14;Waru;3515140;Waru;35.15.18
15;Gedangan;3515150;Gedangan;35.15.16
16;Taman;3515160;Taman;35.15.13
17;Krian;3515170;Krian;35.15.11
18;Balong Bendo;3515180;Balongbendo;35.15.12
