No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Gampong Teungoh;1173030001;Teungoh;11.74.03.2001
2;Peukan Langsa;1173030002;Peukan Langsa;11.74.03.2002
3;Gampong Jawa;1173030004;Jawa;11.74.03.2004
4;Paya Bujok Blang Pase;1173030005;Paya Bujok Blang Pase;11.74.03.2005
5;Gampong Blang;1173030006;Blang;11.74.03.2006
6;Alue Berawe;1173030007;Alue Beurawe;11.74.03.2007
7;Gampong Daulat;1173030009;Daulat;11.74.03.2009
8;Gampong Mutia;1173030010;Meutia;11.74.03.2010
9;Blang Sinibong;1173030011;Blang Seunibong;11.74.03.2011
10;Tualang Teungoh;1173030013;Tualang Teungoh;11.74.03.2013
