No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Dariwali;5312011001;Dariwali;53.09.12.2003
2;Naruwolo;5312011002;Naruwolo;53.09.12.2004
3;Tiworiwu;5312011003;Tiworiwu;53.09.12.2002
4;Watumanu;5312011004;Watumanu;53.09.12.2001
5;Nenowea;5312011005;Nenowea;53.09.12.2005
6;Naruwolo I;5312011007;Naruwolo I;53.09.12.2007
7;Naruwolo Ii;5312011008;Naruwolo Ii;53.09.12.2008
8;Dariwali I;5312011009;Dariwali I;53.09.12.2009
9;Nio Lewa;5312011010;Nio Lewa;53.09.12.2010
10;Tiworiwu I;5312011011;Tiworiwu I;53.09.12.2011
11;Tiworiwu Ii;5312011012;Tiworiwu Ii;53.09.12.2012
12;Batajawa;5312011013;Batajawa;53.09.12.2015
