No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sukodono;3324170001;Sukodono;33.24.15.1002
2;Candiroto;3324170002;Candiroto;33.24.15.1001
3;Trompo;3324170003;Trompo;33.24.15.1004
4;Jotang;3324170004;Jotang;33.24.15.1003
5;Tunggulrejo;3324170005;Tunggulrejo;33.24.15.1009
6;Sijeruk;3324170006;Sijeruk;33.24.15.1008
7;Jetis;3324170007;Jetis;33.24.15.1010
8;Bugangin;3324170008;Bugangin;33.24.15.1011
9;Langenharjo;3324170009;Langenharjo;33.24.15.1012
10;Kalibuntu Wetan;3324170010;Kalibutuwetan;33.24.15.1007
11;Kebondalem;3324170011;Kebondalem;33.24.15.1006
12;Ketapang;3324170012;Ketapang;33.24.15.1005
13;Banyutowo;3324170013;Banyutowo;33.24.15.1016
14;Karang Sari;3324170014;Karangsari;33.24.15.1017
15;Patukangan;3324170015;Patukangan;33.24.15.1014
16;Pegulon;3324170016;Pegulon;33.24.15.1015
17;Pakauman;3324170017;Pekauman;33.24.15.1013
18;Ngilir;3324170018;Ngilir;33.24.15.1018
19;Balok;3324170019;Balok;33.24.15.1020
20;Bandengan;3324170020;Bandengan;33.24.15.1019
