No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Jantiganggong;3517020001;Jantiganggong;35.17.01.2001
2;Kepuhkajang;3517020002;Kepuhkajang;35.17.01.2002
3;Sumberagung;3517020003;Sumberagung;35.17.01.2003
4;Pagerwojo;3517020004;Pagerwojo;35.17.01.2004
5;Perak;3517020005;Perak;35.17.01.2005
6;Sembung;3517020006;Sembung;35.17.01.2006
7;Glagahan;3517020007;Glagahan;35.17.01.2007
8;Kalang Semanding;3517020008;Kalangsemanding;35.17.01.2008
9;Gadingmangu;3517020009;Gadingmangu;35.17.01.2009
10;Plosogenuk;3517020010;Plosogenuk;35.17.01.2010
11;Sukorejo;3517020011;Sukorejo;35.17.01.2011
12;Temuwulan;3517020012;Temuwulan;35.17.01.2012
13;Cangkringrandu;3517020013;Cangkringrandu;35.17.01.2013
