No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Atodopi;7403184001;Atodopi;74.02.38.2001
2;Matahori;7403184002;Matahori;74.02.38.2002
3;Sambaosu;7403184003;Sambaosu;74.02.38.2003
4;Matanggorai;7403184004;Matanggorai;74.02.38.2004
5;Alosika;7403184005;Alosika;74.02.38.2005
6;Mekar Jaya;7403184006;Mekar Jaya;74.02.38.2006
7;Langgea;7403184007;Langgea;74.02.38.2007
8;Aleuti;7403184008;Aleuti;74.02.38.2008
9;Garuda;7403184009;Garuda;74.02.38.2009
10;Padangguni;7403184010;Padangguni;74.02.38.2010
11;Padang Mekar;7403184011;Padang Mekar;74.02.38.2011
