No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Dadok Tunggul Hitam;1371110001;Dadok Tunggul Hitam;13.71.11.1004
2;Air Pacah;1371110002;Aie Pacah;13.71.11.1003
3;Lubuk Minturun;1371110004;Lubuk Minturun;13.71.11.1002
4;Bungo Pasang;1371110007;Bungo Pasang;13.71.11.1011
5;Parupuk Tabing;1371110008;Parupuk Tabing;13.71.11.1012
6;Batang Kabung;1371110012;Batang Kabung Ganting;13.71.11.1010
7;Lubuk Buaya;1371110021;Lubuk Buaya;13.71.11.1009
8;Padang Sarai;1371110023;Padang Sarai;13.71.11.1008
9;Koto Panjang Ikua Koto;1371110025;Koto Panjang Ikua Koto;13.71.11.1005
10;Pasir Nan Tigo;1371110026;Pasie Nan Tigo;13.71.11.1013
11;Koto Pulai;1371110027;Koto Pulai;13.71.11.1006
12;Balai Gadang;1371110028;Balai Gadang;13.71.11.1001
13;Batipuh Panjang;1371110029;Batipuh Panjang;13.71.11.1007
