No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kampung Baru;8204034001;Kampung Baru;82.04.18.2006
2;Batutaga;8204034002;Batutaga;82.04.18.2007
3;Parapakanda;8204034003;Prapakanda;82.04.18.2004
4;Tanjung Obit;8204034004;Tanjung Obit;82.04.18.2003
5;Bajo;8204034005;Bajo;82.04.18.2002
6;Pasimbaos;8204034006;Paisumbaos;82.04.18.2008
7;Sawanakar;8204034007;Sawangakar;82.04.18.2001
8;Toin;8204034008;Toin;82.04.18.2005
