No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Getasan;3322010;Getasan;33.22.01
2;Tengaran;3322020;Tengaran;33.22.02
3;Susukan;3322030;Susukan;33.22.03
4;Kaliwungu;3322031;Kaliwungu;33.22.17
5;Suruh;3322040;Suruh;33.22.04
6;Pabelan;3322050;Pabelan;33.22.05
7;Tuntang;3322060;Tuntang;33.22.06
8;Banyubiru;3322070;Banyubiru;33.22.07
9;Jambu;3322080;Jambu;33.22.08
10;Sumowono;3322090;Sumowono;33.22.09
11;Ambarawa;3322100;Ambarawa;33.22.10
12;Bandungan;3322101;Bandungan;33.22.20
13;Bawen;3322110;Bawen;33.22.11
14;Bringin;3322120;Bringin;33.22.12
15;Bancak;3322121;Bancak;33.22.16
16;Pringapus;3322130;Pringapus;33.22.15
17;Bergas;3322140;Bergas;33.22.13
18;Ungaran Barat;3322151;Ungaran Barat;33.22.18
19;Ungaran Timur;3322152;Ungaran Timur;33.22.19
