No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Poncol;3520010;Poncol;35.20.01
2;Parang;3520020;Parang;35.20.02
3;Lembeyan;3520030;Lembeyan;35.20.03
4;Takeran;3520040;Takeran;35.20.04
5;Nguntoronadi;3520041;Nguntoronadi;35.20.17
6;Kawedanan;3520050;Kawedanan;35.20.05
7;Magetan;3520060;Magetan;35.20.06
8;Ngariboyo;3520061;Ngariboyo;35.20.16
9;Plaosan;3520070;Plaosan;35.20.07
10;Sidorejo;3520071;Sidorejo;35.20.18
11;Panekan;3520080;Panekan;35.20.08
12;Sukomoro;3520090;Sukomoro;35.20.09
13;Bendo;3520100;Bendo;35.20.10
14;Maospati;3520110;Maospati;35.20.11
15;Karangrejo;3520120;Karangrejo;35.20.13
16;Karas;3520121;Karas;35.20.14
17;Barat;3520130;Barat;35.20.12
18;Kartoharjo;3520131;Kartoharjo;35.20.15
