No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pangkal Dolok Lama;1220010001;Pangkal Dolok Lama;12.20.07.2002
2;Pangkalan Dolok Julu;1220010002;Pangkal Dolok Julu;12.20.07.2003
3;Batang Onang Baru;1220010003;Batang Onang Baru;12.20.07.2008
4;Bonan Dolok;1220010004;Bonan Dolok;12.20.07.2006
5;Batang Onang Lama;1220010005;Batang Onang Lama;12.20.07.2005
6;Pintu Padang;1220010006;Pintu Padang;12.20.07.2004
7;Galanggang;1220010007;Galanggang;12.20.07.2013
8;Huta Lambung;1220010008;Huta Lambung;12.20.07.2012
9;Gunung Tua Batang Onang;1220010009;Gunungtua Batang Onang;12.20.07.2015
10;Simanapang;1220010010;Simanapang;12.20.07.2016
11;Simaninggir Psm;1220010011;Simaninggir;12.20.07.2017
12;Batu Mamak;1220010012;Batu Mamak;12.20.07.2018
13;Padang Garugur;1220010013;Padang Garugur;12.20.07.2019
14;Gunung Tua Tumbu Jati;1220010014;Gunungtua Tumbu Jati;12.20.07.2014
15;Batu Pulut;1220010015;Batu Pulut;12.20.07.2011
16;Gunung Tua Julu;1220010016;Gunung Tua Julu;12.20.07.2024
17;Pasar Matanggor;1220010017;Pasar Matanggor;12.20.07.2010
18;Padang Matinggi;1220010018;Padang Matinggi;12.20.07.2020
19;Sayur Matinggi;1220010019;Sayur Matinggi;12.20.07.1001
20;Janji Mauli;1220010020;Janji Mauli;12.20.07.2022
21;Simardona;1220010021;Simardona;12.20.07.2007
22;Sayur Matinggi Julu;1220010022;Sayur Matinggi Julu;12.20.07.2023
23;Purba Tua;1220010023;Purba Tua;12.20.07.2021
24;Parau Sorat;1220010024;Parau Sorat;12.20.07.2009
25;Pasir Ampulo Hopong;1220010025;Pasir Ampolu Hopong;12.20.07.2025
26;Tamosu;1220010026;Tamosu;12.20.07.2027
27;Pagaran Batu;1220010027;Pagaran Batu;12.20.07.2026
28;Simangambat Dolok;1220010028;Simangambat Dolok;12.20.07.2028
29;Padang Bujur Baru;1220010029;Padang Bujur Baru;12.20.07.2030
30;Janji Manahan;1220010030;Janji Manahan;12.20.07.2029
31;Batu Nanggar;1220010031;Batu Nanggar;12.20.07.2031
32;Morang;1220010032;Morang;12.20.07.2032
