No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Aere;7411010;Aere;74.11.10
2;Lambandia;7411020;Lambandia;74.11.05
3;Poli-polia;7411030;Poli Polia;74.11.04
4;Dangia;7411040;Dangia;74.11.12
5;Ladongi;7411050;Ladongi;74.11.03
6;Loea;7411060;Loea;74.11.02
7;Tirawuta;7411070;Tirawuta;74.11.01
8;Lalolae;7411080;Lalolae;74.11.06
9;Mowewe;7411090;Mowewe;74.11.07
10;Tinondo;7411100;Tinondo;74.11.09
11;Uluiwoi;7411110;Uluiwoi;74.11.08
12;Ueesi;7411120;Ueesi;74.11.11
