No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Loa Lepu;6403110001;Loa Lepu;64.02.16.2014
2;Teluk Dalam;6403110002;Teluk Dalam;64.02.16.2013
3;Perjiwa;6403110003;Perjiwa;64.02.16.2012
4;Loa Raya;6403110004;Loa Raya;64.02.16.2011
5;Loa Ulung;6403110005;Loa Ulung;64.02.16.2010
6;Embalut;6403110006;Embalut;64.02.16.2003
7;Bukit Raya;6403110007;Bukit Raya;64.02.16.2002
8;Manunggal Jaya;6403110008;Manunggal Jaya;64.02.16.2001
9;Bangun Rejo;6403110009;Bangun Rejo;64.02.16.2004
10;Kerta Buana;6403110010;Kerta Buana;64.02.16.2005
11;Separi;6403110011;Separi;64.02.16.2006
12;Bukit Pariaman;6403110012;Bukit Pariaman;64.02.16.2007
13;Buana Jaya;6403110013;Buana Jaya;64.02.16.2008
14;Mulawarman;6403110014;Mulawarman;64.02.16.2009
15;Loa Pari;6403110015;Loa Pari;64.02.16.2016
16;Sukamaju;6403110016;Suka Maju;64.02.16.2015
17;Tanjung Batu;6403110017;Tanjung Batu;64.02.16.2018
18;Karang Tunggal;6403110018;Karang Tunggal;64.02.16.2017
