No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kusambi;7413100014;Kusambi;74.13.10.2009
2;Konawe;7413100015;Konawe;74.13.10.1008
3;Guali;7413100016;Guali;74.13.10.2007
4;Lapokainse;7413100017;Lapokainse;74.13.10.2006
5;Lemoambo;7413100018;Lemoambo;74.13.10.2001
6;Kasakamu;7413100019;Kasakamu;74.13.10.2002
7;Lakawoghe;7413100020;Lakawoghe;74.13.10.2005
8;Bakeramba;7413100021;Bakeramba;74.13.10.2010
9;Tanjung Pinang;7413100022;Tanjung Pinang;74.13.10.2003
10;Sida Mangura;7413100023;Sidamangura;74.13.10.2004
