No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Haruyan;6307010;Haruyan;63.07.01
2;Batu Benawa;6307020;Batu Benawa;63.07.02
3;Hantakan;6307030;Hantakan;63.07.09
4;Batang Alai Selatan;6307040;Batang Alai Selatan;63.07.07
5;Batang Alai Timur;6307041;Batang Alai Timur;63.07.10
6;Barabai;6307050;Barabai;63.07.06
7;Labuan Amas Selatan;6307060;Labuan Amas Selatan;63.07.03
8;Labuan Amas Utara;6307070;Labuan Amas Utara;63.07.04
9;Pandawan;6307080;Pandawan;63.07.05
10;Batang Alai Utara;6307090;Batang Alai Utara;63.07.08
11;Limpasu;6307091;Limpasu;63.07.11
