No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pelintung;1473011001;Pelintung;14.72.05.1004
2;Guntung;1473011002;Guntung;14.72.05.1003
3;Teluk Makmur;1473011003;Teluk Makmur;14.72.05.1001
4;Mundam;1473011004;Mundam;14.72.05.1002
