No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tri Karya;1609070004;Trikarya;16.08.10.2013
2;Nusa Tunggal;1609070005;Nusa Tunggal;16.08.10.2003
3;Kutosari;1609070006;Kutosari;16.08.10.2001
4;Nusaraya;1609070007;Nusa Raya;16.08.10.2002
5;Nusa Bali;1609070008;Nusa Bali;16.08.10.2004
6;Nusa Bakti;1609070009;Nusa Bakti;16.08.10.2005
7;Senu Marga;1609070010;Senu Marga;16.08.10.2010
8;Karang Sari;1609070011;Karang Sari;16.08.10.2011
9;Sukanegara;1609070012;Suka Negara;16.08.10.2016
10;Nusa Maju;1609070013;Nusa Maju;16.08.10.2009
11;Nusa Agung;1609070014;Nusa Agung;16.08.10.2008
12;Nusa Jaya;1609070015;Nusa Jaya;16.08.10.2006
13;Nusa Tenggara;1609070016;Nusa Tenggara;16.08.10.2007
14;Sumber Rejo;1609070017;Sumber Rejo;16.08.10.2021
15;Sinar Bali;1609070018;Sinar Bali;16.08.10.2020
16;Karang Jadi;1609070019;Karang Jadi;16.08.10.2017
17;Ringin Sari;1609070020;Ringin Sari;16.08.10.2022
18;Ganti Warno;1609070021;Ganti Warno;16.08.10.2019
19;Dadi Rejo;1609070022;Dadi Rejo;16.08.10.2018
20;Karya Maju;1609070023;Karya Maju;16.08.10.2023
