No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tebedak I;1610021001;Tebedak I;16.10.16.2001
2;Lubuk Bandung;1610021002;Lubuk Bandung;16.10.16.2002
3;Rengas I;1610021003;Rengas I;16.10.16.2007
4;Paya Besar;1610021004;Paya Besar;16.10.16.2008
5;Talang Seleman;1610021005;Talang Seleman;16.10.16.2003
6;Payaraman Timur;1610021006;Payaraman Timur;16.10.16.1013
7;Seri Kembang I;1610021007;Seri Kembang I;16.10.16.2006
8;Tanjung Lalang;1610021008;Tanjung Lalang;16.10.16.2005
9;Seri Kembang Ii;1610021009;Seri Kembang Ii;16.10.16.2010
10;Seri Kembang Iii;1610021010;Seri Kembang Iii;16.10.16.2011
11;Tebedak Ii;1610021011;Tebedak Ii;16.10.16.2004
12;Rengas Ii;1610021012;Rengas Ii;16.10.16.2009
13;Payaraman Barat;1610021013;Payaraman Barat;16.10.16.1012
