No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sei Nibung;6112040001;Sungai Nibung;61.12.08.2012
2;Seruat I;6112040002;---;---
3;Kuala Karang;6112040003;Kuala Karang;61.12.08.2004
4;Tanjung Bunga;6112040004;Tanjung Bunga;61.12.08.2011
5;Teluk Gelam;6112040005;Teluk Gelam;61.12.08.2010
6;Selat Remis;6112040006;Selat Remis;61.12.08.2007
7;Teluk Pakedai Hulu;6112040007;Teluk Pakedai Hulu;61.12.08.2001
8;Teluk Pakedai Ii;6112040008;Teluk Pakedai Dua;61.12.08.2003
9;Teluk Pakedai I;6112040009;---;---
10;Pasir Putih;6112040010;Pasir Putih;61.12.08.2009
11;Madura;6112040011;Madura;61.12.08.2008
12;Sei Deras;6112040012;Sungai Deras;61.12.08.2006
13;Arus Deras;6112040013;Arus Deras;61.12.08.2013
14;Sungai Nipah;6112040014;Sungai Nipah;61.12.08.2014
