No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Talaka;7309080001;Talaka;73.10.08.1002
2;Attang Salo;7309080002;Attang Salo;73.10.08.1004
3;Padang Lampe;7309080003;Padang Lampe;73.10.08.2005
4;Alesipitto;7309080004;Alesipitto;73.10.08.2010
5;Ma`rang;7309080005;Marang;73.10.08.1003
6;Bonto-bonto;7309080006;Bonto Bonto;73.10.08.1001
7;Pitue;7309080007;Pitue;73.10.08.2008
8;Pitu Sunggu;7309080008;Pitusunggu;73.10.08.2007
9;Tamangapa;7309080009;Tamangapa;73.10.08.2006
10;Punranga;7309080010;Punranga;73.10.08.2009
