No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Farusi;9409101001;Farusi;91.06.15.2001
2;Mandenderi;9409101002;Mendenderi;91.06.15.2002
3;Mardori;9409101003;Mardori;91.06.15.2004
4;Swaipak;9409101004;Swaipak;91.06.15.2005
5;Kandi Bundi_ampunbukor;9409101005;Amponbukor;91.06.08.2006
6;Sarwa;9409101006;Sarwa;91.06.15.2007
7;Napdori;9409101007;Napdori;91.06.15.2008
8;Ramdori;9409101008;Ramdori;91.06.15.2009
9;Wombrisauw;9409101009;Wombrisau;91.06.15.2011
10;Swainober;9409101010;Swainober;91.06.15.2003
11;Yenbepioper;9409101011;Yenbepioper;91.06.15.2006
12;Busdori;9409101012;Busdori;91.06.15.2010
13;Insusbari;9409101013;Insusbari;91.06.15.2015
14;Andoina;9409101014;Andoina;91.06.15.2014
15;Orkdori;9409101015;Orkdori;91.06.15.2012
16;Saswarbo;9409101016;Saswarbo;91.06.15.2013
